,0.02,0.05,0.1,0.25,0.5,1.0,2.0,5.0,10.0
Hsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cau,0.09458139756476402,0.03500040438308111,0.10418354369227749,0.27520216728113445,0.31085144284469995,0.38725963606582936,0.5237116489722866,0.4197750590027829,0.5431766528644716
Mja,0.10236320301315668,0.6820545141311107,0.9534239133745144,2.3432433046257213,1.829789330330195,1.4500736232220044,2.3745011886906555,2.1161485969099147,3.2541364493158804
Tth,1.8075999236105775,2.4020350110500748,4.021814723192485,6.406925976423407,7.462302357841262,7.602901775869956,6.827218074322623,12.909279716895444,6.751709706364481
Eco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mru,1.6487389134062793,0.715988688704345,11.565693326006688,4.57867555216543,16.37408368826776,6.564200213266322,78.69689607742758,15.943921557191064,30.839285056458372
Bsu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pma,0.12777965149641615,0.10918615491476556,0.12033171386877707,0.34488849928132675,0.4435835610894617,0.6766971088701134,0.8365190090911424,0.9330336763202631,1.177172858364282
Hth,0.3514329066894665,0.08136754335395176,0.05124918942781751,0.2835567723836754,0.15136749817289716,0.4078178980403111,0.5142246567517207,1.0536282501881855,1.679905997252784
